Columna1,Solute_ID,Formula,Solute_Mol_Mass,Num_Cations,Num_Anions,Cation,Anion,Num_Particles,Cation_Charge,Anion_Charge,Temperature_K,Solvent_Name,Solvent_Mol_Mass,Molal,Salt_Mole_Fraction,Ion_Mole_Fraction,Solvent_Mole_Fraction,Molar,Logarithmic_Concentration,Weight_Percent,Mass_Ratio,Ionic_Strength,Molal_Activity_Coefficient,MAC_Num_Sig_Figs,Osmotic_Coefficient,OC_Num_Sig_Figs,Rational_Activity_Coefficient,Rational_Coefficient,Solvent_Activity
30,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,1.75,0.030563182,0.086407,0.913593,,5.016302944,0.358412,0.558634,5.25,1.0287,5,1.2848,5,1.125995,1.344659319,0.885575998
31,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,2,0.034777507,0.097547,0.902453,,5.69731182,0.389663,0.63844,6,1.0623,5,1.2793,5,1.177126,1.347270021,0.870853077
32,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,2.25,0.038955349,0.108419,0.891581,,6.370091817,0.41801,0.718245,6.75,1.0893,5,1.272,5,1.221762,1.347859572,0.856690131
33,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,2.5,0.043097181,0.119031,0.880969,,7.034741672,0.443841,0.79805,7.5,1.1142,5,1.2662,5,1.264745,1.34994212,0.842752465
34,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,2.75,0.047203465,0.129394,0.870606,,7.691568385,0.467477,0.877855,8.25,1.1399,5,1.2638,5,1.309319,1.355558564,0.828752269
35,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,3,0.051274658,0.139516,0.860484,,8.340711737,0.489186,0.957659,9,1.1683,5,1.2654,5,1.357725,1.365424255,0.814509653
36,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,3.25,0.055311208,0.149405,0.850595,,8.982329133,0.509194,1.037465,9.75,1.2004,5,1.271,5,1.411249,1.379626369,0.799914846
37,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,3.5,0.059313554,0.15907,0.84093,,9.616661896,0.527693,1.117269,10.5,1.2366,5,1.2803,5,1.470516,1.397901264,0.78491331
38,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,3.75,0.06328213,0.168518,0.831482,,10.24383902,0.544849,1.197075,11.25,1.2771,5,1.2928,5,1.535932,1.41977896,0.769500251
39,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,4,0.067217362,0.177755,0.822245,,10.86393744,0.560802,1.27688,12,1.3219,5,1.308,5,1.607673,1.444780887,0.753694625
40,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,4.25,0.071119667,0.18679,0.81321,,11.47725154,0.575675,1.356685,12.75,1.3711,5,1.3253,5,1.686035,1.472268878,0.737554718
41,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,4.5,0.074989458,0.195628,0.804372,,12.08382164,0.589573,1.43649,13.5,1.4248,5,1.3446,5,1.77132,1.5021813,0.721072927
42,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,4.75,0.078827138,0.204276,0.795724,,12.68383766,0.60259,1.516294,14.25,1.4831,5,1.3655,5,1.863838,1.534107532,0.704302026
43,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,5,0.082633107,0.21274,0.78726,,13.27743541,0.614806,1.5961,15,1.5464,5,1.388,5,1.964282,1.568073364,0.687235672
44,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,5.25,0.086407755,0.221026,0.778974,,13.86476423,0.626294,1.675905,15.75,1.6153,5,1.4121,5,2.073626,1.604106951,0.669871082
45,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,5.5,0.090151468,0.229139,0.770861,,14.44591519,0.637117,1.75571,16.5,1.6903,5,1.4377,5,2.192745,1.642127133,0.65222936
46,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,5.75,0.093864624,0.237085,0.762915,,15.02106302,0.64733,1.835514,17.25,1.7723,5,1.465,5,2.323066,1.682388902,0.634277324
47,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,6,0.097547596,0.244869,0.755131,,15.59032304,0.656984,1.915319,18,1.8619,5,1.4939,5,2.465668,1.724798977,0.61604578
48,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,6.25,0.101200751,0.252496,0.747504,,16.15382179,0.666124,1.995125,18.75,1.96,5,1.5245,5,2.622062,1.76951325,0.597526885
49,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,6.5,0.104824448,0.25997,0.74003,,16.71162219,0.674789,2.07493,19.5,2.0675,5,1.5567,5,2.793809,1.816441007,0.578760807
50,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,6.75,0.108419044,0.267296,0.732704,,17.26387148,0.683016,2.154734,20.25,2.185,5,1.5904,5,2.982109,1.865491498,0.559790317
51,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,7,0.111984886,0.274479,0.725521,,17.81072853,0.690837,2.234539,21,2.3132,5,1.6253,5,3.188332,1.916333969,0.540703073
52,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,7.25,0.11552232,0.281522,0.718478,,18.35220953,0.698281,2.314345,21.75,2.4526,5,1.6612,5,3.413608,1.968760569,0.521569888
53,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,7.5,0.119031682,0.28843,0.71157,,18.88849258,0.705375,2.394149,22.5,2.6035,5,1.6979,5,3.658813,2.022540265,0.502463137
54,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,7.75,0.122513306,0.295206,0.704794,,19.41961032,0.712143,2.473955,23.25,2.7661,5,1.735,5,3.924696,2.077217627,0.483495148
55,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,8,0.125967519,0.301854,0.698146,,19.94568106,0.718607,2.553759,24,2.9401,5,1.7721,5,4.211301,2.132311065,0.464777259
56,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,8.25,0.129394644,0.308378,0.691622,,20.46683234,0.724788,2.633565,24.75,3.1254,5,1.8089,5,4.518948,2.187454905,0.446395923
57,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,8.5,0.132794998,0.314782,0.685218,,20.9832011,0.730702,2.713369,25.5,3.3214,5,1.845,5,4.847217,2.242151048,0.428453099
58,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,8.75,0.136168893,0.321067,0.678933,,21.49468844,0.736368,2.793175,26.25,3.5278,5,1.8803,5,5.196101,2.29628257,0.410986053
59,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,9,0.139516638,0.327239,0.672761,,22.00160856,0.7418,2.872979,27,3.7439,5,1.9145,5,5.56498,2.349442242,0.394065949
60,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,9.25,0.142838535,0.333299,0.666701,,22.50387501,0.747013,2.952784,27.75,3.9692,5,1.9474,5,5.953498,2.401379671,0.377738924
61,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,9.5,0.146134882,0.339251,0.660749,,23.00165409,0.75202,3.03259,28.5,4.2035,5,1.9791,5,6.361726,2.452186307,0.361989526
62,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,9.75,0.149405973,0.345098,0.654902,,23.49503715,0.756832,3.112394,29.25,4.4464,5,2.0094,5,6.789417,2.501589573,0.346855504
63,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,10,0.152652097,0.350842,0.649158,,23.98403691,0.761461,3.192199,30,4.6982,5,2.0386,5,7.237382,2.549944899,0.332279765
64,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,10.25,0.155873539,0.356486,0.643514,,24.46875631,0.765917,3.272004,30.75,4.9588,5,2.0666,5,7.705826,2.597105588,0.318276747
65,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,10.5,0.159070579,0.362033,0.637967,,24.94930532,0.77021,3.351809,31.5,5.2283,5,2.0935,5,8.195263,2.643169467,0.304823609
66,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,10.75,0.162243494,0.367486,0.632514,,25.425801,0.774348,3.431615,32.25,5.506,5,2.1192,5,8.704946,2.687986333,0.29193036
67,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,11,0.165392555,0.372845,0.627155,,25.89810205,0.77834,3.511419,33,5.7902,5,2.1435,5,9.232498,2.731300881,0.279621046
68,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,11.25,0.168518031,0.378115,0.621885,,26.36651169,0.782193,3.591225,33.75,6.077,5,2.1659,5,9.771911,2.772422628,0.267964438
69,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,11.5,0.171620185,0.383297,0.616703,,26.83098638,0.785914,3.67103,34.5,6.3588,5,2.1854,5,10.310967,2.810044835,0.257101328
70,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,11.75,0.174699277,0.388393,0.611607,,27.29157469,0.78951,3.750834,35.25,6.623,5,2.2004,5,10.828861,2.842052979,0.247254032
71,426,ZnI2,319.22,1,2,Zn,I,3,2,-1,298.15,Water,18.01528,11.892,0.17643803,0.39125,0.60875,,27.55147878,0.7915,3.796164,35.676,6.7582,5,2.2062,5,11.101784,2.856776152,0.24220907
0,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.001,1.80E-05,5.40E-05,0.999946,,0.002997536,0.000189,0.000189,0.003,0.8893,4,0.9627,4,0.889348,0.962936963,0.999948001
1,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.002,3.60E-05,0.000108,0.999892,,0.005995235,0.000378,0.000378,0.006,0.8522,4,0.9501,4,0.852292,0.953652203,0.999897005
2,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.003,5.40E-05,0.000162,0.999838,,0.008993095,0.000567,0.000568,0.009,0.8264,4,0.9414,4,0.826534,0.944367942,0.999847012
3,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.004,7.21E-05,0.000216,0.999784,,0.011991117,0.000756,0.000757,0.012,0.8064,4,0.9346,4,0.806574,0.935084182,0.99979802
4,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.005,9.01E-05,0.00027,0.99973,,0.014989301,0.000945,0.000946,0.015,0.7898,4,0.9291,4,0.790013,0.929504124,0.999749031
5,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.006,0.00010808,0.000324,0.999676,,0.017987647,0.001134,0.001136,0.018,0.7757,4,0.9244,4,0.775952,0.925775918,0.999700045
6,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.007,0.000126091,0.000378,0.999622,,0.020986155,0.001323,0.001325,0.021,0.7633,4,0.9203,4,0.763589,0.92046091,0.999652061
7,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.008,0.000144101,0.000432,0.999568,,0.023984825,0.001512,0.001514,0.024,0.7523,4,0.9167,4,0.752625,0.916468652,0.999604078
8,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.009,0.000162111,0.000486,0.999514,,0.026983657,0.001701,0.001704,0.027,0.7424,4,0.9134,4,0.742761,0.913358229,0.999556099
9,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.01,0.00018012,0.00054,0.99946,,0.029982651,0.00189,0.001893,0.03,0.7334,4,0.9105,4,0.733796,0.910865089,0.999508121
10,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.02,0.000360176,0.001079,0.998921,,0.059925937,0.003772,0.003787,0.06,0.6718,4,0.8914,4,0.672526,0.892937746,0.999036464
11,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.03,0.000540166,0.001618,0.998382,,0.089885385,0.005648,0.00568,0.09,0.6349,4,0.8811,4,0.635929,0.88247443,0.998572021
12,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.04,0.000720092,0.002157,0.997843,,0.119861011,0.007517,0.007574,0.12,0.609,4,0.8746,4,0.610317,0.875734735,0.998110787
13,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.05,0.000899953,0.002695,0.997305,,0.149797175,0.009379,0.009467,0.15,0.5894,4,0.8704,4,0.590993,0.871550744,0.997650764
14,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.06,0.00107975,0.003232,0.996768,,0.179693804,0.011233,0.011361,0.18,0.5739,4,0.8677,4,0.575761,0.869260558,0.997189956
15,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.07,0.001259481,0.003768,0.996232,,0.209550825,0.013081,0.013255,0.21,0.5612,4,0.8659,4,0.563323,0.867787721,0.99672936
16,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.08,0.001439148,0.004305,0.995695,,0.239479664,0.014922,0.015148,0.24,0.5506,4,0.8648,4,0.552981,0.866654127,0.996267981
17,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.09,0.001618751,0.00484,0.99516,,0.26931309,0.016756,0.017042,0.27,0.5416,4,0.8642,4,0.544234,0.866491342,0.995804824
18,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.1,0.001798288,0.005375,0.994625,,0.29916256,0.018584,0.018936,0.3,0.5338,4,0.864,4,0.536685,0.866500112,0.995340887
19,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.2,0.003590121,0.010693,0.989307,,0.596747926,0.03649,0.037871,0.6,0.4916,4,0.8738,4,0.496914,0.878557171,0.990599464
20,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.3,0.005375531,0.015955,0.984045,,0.892778312,0.053754,0.056808,0.9,0.4771,4,0.8917,4,0.484836,0.898925235,0.985646015
21,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.4,0.007154555,0.02116,0.97884,,1.187163446,0.07041,0.075744,1.2,0.4736,4,0.9127,4,0.483838,0.922566253,0.980462382
22,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.5,0.008927227,0.026311,0.973689,,1.480039621,0.086491,0.09468,1.5,0.4762,4,0.9353,4,0.489068,0.947931175,0.975041739
23,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.6,0.010693579,0.031408,0.968592,,1.771374544,0.102024,0.113615,1.8,0.483,4,0.9591,4,0.498662,0.974592214,0.969377661
24,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.7,0.012453647,0.036452,0.963548,,2.061193276,0.117038,0.132552,2.1,0.4929,4,0.9839,4,0.511547,1.002424422,0.96346126
25,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.8,0.014207463,0.041444,0.958556,,2.349521827,0.131558,0.151487,2.4,0.5054,4,1.0095,5,0.527252,1.031178616,0.957291822
26,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,0.9,0.015955061,0.046385,0.953615,,2.636387163,0.145608,0.170423,2.7,0.5202,4,1.0357,5,0.545503,1.060695478,0.950869928
27,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,1,0.017696473,0.051274,0.948726,,2.921700192,0.159211,0.189359,3,0.5372,4,1.0626,5,0.566233,1.091074959,0.944188925
28,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,1.25,0.022023158,0.063282,0.936718,,3.628753067,0.191396,0.236699,3.75,0.5883,4,1.1322,5,0.628044,1.170024276,0.926364031
29,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,1.5,0.026311896,0.074989,0.925011,,4.326863066,0.221208,0.28404,4.5,0.6521,4,1.2047,5,0.704965,1.25291134,0.906953589
30,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,1.75,0.030563182,0.086407,0.913593,,5.016302944,0.248899,0.331379,5.25,0.7292,4,1.2793,5,0.798168,1.338894138,0.886037504
31,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,2,0.034777507,0.097547,0.902453,,5.69731182,0.274689,0.37872,6,0.821,4,1.3556,5,0.909743,1.427619856,0.863700685
32,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,2.25,0.038955349,0.108419,0.891581,,6.370091817,0.298767,0.42606,6.75,0.9291,4,1.4329,5,1.042081,1.518356022,0.84009105
33,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,2.5,0.043097181,0.119031,0.880969,,7.034741672,0.321297,0.473399,7.5,1.0554,5,1.5107,5,1.198,1.610616463,0.815366152
34,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,2.75,0.047203465,0.129394,0.870606,,7.691568385,0.342425,0.52074,8.25,1.2022,5,1.5887,5,1.380878,1.704042927,0.789684327
35,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,3,0.051274658,0.139516,0.860484,,8.340711737,0.362277,0.568079,9,1.3721,5,1.6663,5,1.594569,1.798013692,0.763249731
36,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,3.25,0.055311208,0.149405,0.850595,,8.982329133,0.380965,0.615419,9.75,1.5677,5,1.7431,5,1.843065,1.892074911,0.736258499
37,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,3.5,0.059313554,0.15907,0.84093,,9.616661896,0.39859,0.66276,10.5,1.792,5,1.819,5,2.130976,1.986085096,0.708870089
38,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,3.75,0.06328213,0.168518,0.831482,,10.24383902,0.415238,0.710099,11.25,2.0483,5,1.8936,5,2.463433,2.079594102,0.681281293
39,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,4,0.067217362,0.177755,0.822245,,10.86393744,0.43099,0.75744,12,2.34,5,1.9668,5,2.845869,2.172469801,0.653646234
40,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,4.25,0.071119667,0.18679,0.81321,,11.47725154,0.445915,0.80478,12.75,2.6709,5,2.0383,5,3.284392,2.26433372,0.626136425
41,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,4.5,0.074989458,0.195628,0.804372,,12.08382164,0.460078,0.85212,13.5,3.0449,5,2.108,5,3.785439,2.3550504,0.598889004
42,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,4.75,0.078827138,0.204276,0.795724,,12.68383766,0.473534,0.89946,14.25,3.4665,5,2.176,5,4.356412,2.444686837,0.571999021
43,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,5,0.082633107,0.21274,0.78726,,13.27743541,0.486336,0.9468,15,3.9405,5,2.2421,5,5.005338,2.532982093,0.545593547
44,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,5.25,0.086407755,0.221026,0.778974,,13.86476423,0.49853,0.99414,15.75,4.4722,5,2.3065,5,5.741145,2.620122759,0.519728874
45,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,5.5,0.090151468,0.229139,0.770861,,14.44591519,0.510159,1.04148,16.5,5.0678,5,2.3693,5,6.574214,2.706192347,0.494464955
46,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,5.75,0.093864624,0.237085,0.762915,,15.02106302,0.52126,1.088819,17.25,5.7342,5,2.4306,5,7.516181,2.791270651,0.469849899
47,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,6,0.097547596,0.244869,0.755131,,15.59032304,0.53187,1.136159,18,6.4797,5,2.4907,5,8.580905,2.875669006,0.445894902
48,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,6.25,0.101200751,0.252496,0.747504,,16.15382179,0.542019,1.183499,18.75,7.3142,5,2.5498,5,9.784838,2.959593689,0.4226174
49,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,6.5,0.104824448,0.25997,0.74003,,16.71162219,0.551738,1.23084,19.5,8.2498,5,2.6082,5,11.147938,3.043383855,0.400014293
50,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,6.75,0.108419044,0.267296,0.732704,,17.26387148,0.561053,1.278179,20.25,9.3013,5,2.6664,5,12.694502,3.127607216,0.378050309
51,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,7,0.111984886,0.274479,0.725521,,17.81072853,0.569988,1.325519,21,10.4873,6,2.7248,5,14.454865,3.212716126,0.35670399
52,427,Zn(NO3)2,189.36,1,2,Zn,NO3,3,2,-1,298.15,Water,18.01528,7.103,0.113445731,0.277397,0.722603,,18.03443014,0.573565,1.345024,21.309,11.0203,6,2.749,5,15.250857,3.248144778,0.348085549
0,428,Zn(C7H7O3S)2,407.8,1,2,Zn,C7H7O3S,3,2,-1,298.15,Water,18.01528,0.001,1.80E-05,5.40E-05,0.999946,,0.002997536,0.000407,0.000407,0.003,0.8884,4,0.9622,4,0.888448,0.962936963,0.999948001
1,428,Zn(C7H7O3S)2,407.8,1,2,Zn,C7H7O3S,3,2,-1,298.15,Water,18.01528,0.002,3.60E-05,0.000108,0.999892,,0.005995235,0.000814,0.000815,0.006,0.8505,4,0.9492,4,0.850592,0.953652203,0.999897005
2,428,Zn(C7H7O3S)2,407.8,1,2,Zn,C7H7O3S,3,2,-1,298.15,Water,18.01528,0.003,5.40E-05,0.000162,0.999838,,0.008993095,0.001221,0.001223,0.009,0.8241,4,0.94,4,0.824234,0.938195603,0.999848012
3,428,Zn(C7H7O3S)2,407.8,1,2,Zn,C7H7O3S,3,2,-1,298.15,Water,18.01528,0.004,7.21E-05,0.000216,0.999784,,0.011991117,0.001628,0.001631,0.012,0.8034,4,0.9328,4,0.803574,0.935084182,0.99979802
4,428,Zn(C7H7O3S)2,407.8,1,2,Zn,C7H7O3S,3,2,-1,298.15,Water,18.01528,0.005,9.01E-05,0.00027,0.99973,,0.014989301,0.002034,0.002039,0.015,0.7862,4,0.9269,4,0.786412,0.92580092,0.999750031
5,428,Zn(C7H7O3S)2,407.8,1,2,Zn,C7H7O3S,3,2,-1,298.15,Water,18.01528,0.006,0.00010808,0.000324,0.999676,,0.017987647,0.00244,0.002446,0.018,0.7715,4,0.9218,4,0.77175,0.922689998,0.999701045
6,428,Zn(C7H7O3S)2,407.8,1,2,Zn,C7H7O3S,3,2,-1,298.15,Water,18.01528,0.007,0.000126091,0.000378,0.999622,,0.020986155,0.002846,0.002854,0.021,0.7586,4,0.9173,4,0.758887,0.917815907,0.99965306
7,428,Zn(C7H7O3S)2,407.8,1,2,Zn,C7H7O3S,3,2,-1,298.15,Water,18.01528,0.008,0.000144101,0.000432,0.999568,,0.023984825,0.003251,0.003262,0.024,0.747,4,0.9133,4,0.747323,0.914154338,0.999605078
8,428,Zn(C7H7O3S)2,407.8,1,2,Zn,C7H7O3S,3,2,-1,298.15,Water,18.01528,0.009,0.000162111,0.000486,0.999514,,0.026983657,0.003656,0.00367,0.027,0.7366,4,0.9097,4,0.736958,0.909244003,0.999558098
9,428,Zn(C7H7O3S)2,407.8,1,2,Zn,C7H7O3S,3,2,-1,298.15,Water,18.01528,0.01,0.00018012,0.00054,0.99946,,0.029982651,0.004061,0.004077,0.03,0.7271,4,0.9064,4,0.727493,0.907162385,0.99951012
10,428,Zn(C7H7O3S)2,407.8,1,2,Zn,C7H7O3S,3,2,-1,298.15,Water,18.01528,0.02,0.000360176,0.001079,0.998921,,0.059925937,0.00809,0.008156,0.06,0.661,4,0.8837,4,0.661714,0.884601191,0.999045456
11,428,Zn(C7H7O3S)2,407.8,1,2,Zn,C7H7O3S,3,2,-1,298.15,Water,18.01528,0.03,0.000540166,0.001618,0.998382,,0.089885385,0.012086,0.012234,0.09,0.6203,4,0.8701,4,0.621306,0.871358586,0.998589995
12,428,Zn(C7H7O3S)2,407.8,1,2,Zn,C7H7O3S,3,2,-1,298.15,Water,18.01528,0.04,0.000720092,0.002157,0.997843,,0.119861011,0.01605,0.016312,0.12,0.5911,4,0.8605,4,0.592378,0.861378427,0.998141729
13,428,Zn(C7H7O3S)2,407.8,1,2,Zn,C7H7O3S,3,2,-1,298.15,Water,18.01528,0.05,0.000899953,0.002695,0.997305,,0.149797175,0.019982,0.02039,0.15,0.5683,4,0.8532,4,0.569836,0.854505108,0.997696657
14,428,Zn(C7H7O3S)2,407.8,1,2,Zn,C7H7O3S,3,2,-1,298.15,Water,18.01528,0.06,0.00107975,0.003232,0.996768,,0.179693804,0.023883,0.024468,0.18,0.5498,4,0.8474,4,0.551583,0.848872783,0.997255772
15,428,Zn(C7H7O3S)2,407.8,1,2,Zn,C7H7O3S,3,2,-1,298.15,Water,18.01528,0.07,0.001259481,0.003768,0.996232,,0.209550825,0.027753,0.028545,0.21,0.5343,4,0.8426,4,0.536321,0.844477184,0.996817076
16,428,Zn(C7H7O3S)2,407.8,1,2,Zn,C7H7O3S,3,2,-1,298.15,Water,18.01528,0.08,0.001439148,0.004305,0.995695,,0.239479664,0.031593,0.032624,0.24,0.5209,4,0.8385,4,0.523152,0.840230331,0.996381562
17,428,Zn(C7H7O3S)2,407.8,1,2,Zn,C7H7O3S,3,2,-1,298.15,Water,18.01528,0.09,0.001618751,0.00484,0.99516,,0.26931309,0.035402,0.036701,0.27,0.5092,4,0.835,4,0.511677,0.837223556,0.995946239
18,428,Zn(C7H7O3S)2,407.8,1,2,Zn,C7H7O3S,3,2,-1,298.15,Water,18.01528,0.1,0.001798288,0.005375,0.994625,,0.29916256,0.039182,0.04078,0.3,0.4988,4,0.8319,4,0.501496,0.834215097,0.995514092
